82.573	28.063	-4.643	-2.206	2.250	1.510	0.000	3	1	RANJ
83.418	27.507	1.339	-0.357	2.190	1.480	0.000	4	1	BHAI
83.554	27.874	-1.960	-2.022	2.150	1.450	0.000	4	1	TANS
83.718	28.781	-1.136	-10.951	1.870	1.380	0.000	4	1	JOMO
83.978	28.199	-0.367	-1.513	2.220	1.480	0.000	4	1	POKH
84.430	27.678	-1.249	-0.527	2.220	1.470	0.000	4	1	BHAR
85.358	27.697	0.132	-3.606	2.160	1.450	0.000	4	1	AIRP
85.925	26.711	0.625	0.076	2.530	1.480	0.000	1	1	JANK
86.715	27.803	1.361	-9.708	2.050	1.360	0.000	4	1	NAMC
86.725	27.683	-0.567	-10.048	2.220	1.340	0.000	4	1	LUKL
86.823	27.894	-1.148	-11.339	2.050	1.200	0.000	4	1	PHER
86.827	28.194	-1.787	-16.080	5.410	2.510	0.000	4	1	RONG
86.929	27.973	1.232	-9.962	3.730	3.550	0.000	4	1	SCOL
87.155	28.630	-1.630	-16.769	4.150	2.100	0.000	4	1	TING
87.206	27.380	1.940	-5.545	2.150	1.390	0.000	4	1	KHAN
88.503	27.089	-2.566	-6.698	8.470	4.180	0.000	5	1	DELO
91.850	25.531	0.529	-7.850	7.600	3.800	0.000	6	1	SHIL
79.080	29.230	-0.493	-2.176	0.740	0.670	0.000	1	1	RAMR
79.430	29.640	-1.851	0.565	0.930	0.830	0.000	3	1	RANI
79.510	29.210	-2.252	0.812	0.780	0.670	0.000	3	1	HALD
79.650	29.590	0.747	0.448	0.720	0.650	0.000	3	1	ALMO
79.770	29.820	-2.306	-0.384	0.730	0.640	0.000	3	1	BAGR
79.900	29.780	-1.759	-3.126	0.770	0.690	0.000	3	1	KAPK
80.090	29.330	-2.829	-1.830	0.810	0.730	0.000	3	1	CHAM
80.180	29.100	0.657	-1.091	0.800	0.690	0.000	3	1	BANB
80.230	29.590	-1.378	-2.133	0.740	0.650	0.000	3	1	PITH
80.340	29.760	0.407	-4.874	0.840	0.740	0.000	3	1	ASKO
80.560	29.860	1.143	-9.967	0.800	0.710	0.000	3	1	DHAR
73.249	34.420	-6.384	-5.520	0.650	0.900	0.000	1	1	HAZU
73.391	33.895	-5.892	-5.148	0.650	0.670	0.000	2	1	MURE
73.653	33.978	-4.703	-2.519	0.260	0.260	0.000	2	1	ARJA
73.752	33.871	-2.680	-1.605	0.260	0.250	0.000	2	1	RAWL
73.935	33.930	-4.325	-2.273	0.380	0.410	0.000	2	1	DHUL
74.347	33.395	-1.803	-2.691	0.260	0.280	0.000	2	1	RAUJ
74.484	34.095	-4.427	-3.189	0.450	0.450	0.000	2	1	MULG
74.593	33.993	-6.303	-3.445	0.940	0.940	0.000	2	1	RANK
74.817	34.109	-1.021	-2.444	1.260	1.280	0.000	2	1	KNEW
74.837	34.130	-4.716	-5.468	0.160	0.160	0.000	2	1	CONV
74.889	34.120	-4.595	-4.847	1.360	1.390	0.000	2	1	NISH
74.974	34.353	-4.229	-6.517	0.610	0.590	0.000	2	1	NARA
75.037	33.595	-0.353	-4.233	1.220	1.220	0.000	2	1	MAAL
75.045	34.227	-2.800	-7.331	0.760	0.820	0.000	2	1	SUMB
75.272	34.100	-3.171	-4.350	0.600	0.610	0.000	2	1	ARUU
75.325	34.292	-5.197	-6.598	0.740	0.720	0.000	2	1	SON1
75.769	34.424	-7.068	-5.756	0.590	0.560	0.000	2	1	DRAS
76.162	34.559	-4.870	-10.285	0.220	0.200	0.000	2	1	KARG
90.959	29.278	7.599	-20.282	3.600	3.500	0.000	5	1	GGAR
89.573	28.914	3.015	-16.873	2.000	1.800	0.000	5	1	JIAN
85.741	29.591	0.213	-16.234	3.700	3.400	0.000	4	1	SHOT
88.864	29.250	3.168	-17.618	1.800	1.500	0.000	5	1	XIGA
91.237	25.000	-1.303	-3.389	0.800	0.800	0.000	1	1	JAML
92.019	25.179	-1.882	-5.118	0.900	0.900	0.000	6	1	JAFL
